respondent_id,xyz_vaccine,seasonal_vaccine
30112,0.209398822,0.152818483
30113,0.035812908,0.74739115
30114,0.13584686,0.639758113
30115,0.769579346,0.957628184
30116,0.141909556,0.449600198
30117,0.105640192,0.185103414
30118,0.201601087,0.235713276
30119,0.129371393,0.275914501
30120,0.385310962,0.888611337
30121,0.057886878,0.589840726
30122,0.015253068,0.080880036
30123,0.282939474,0.289096418
30124,0.554970912,0.730686024
30125,0.153439869,0.261600644
30126,0.011767667,0.10177767
30127,0.239543862,0.582327543
30128,0.546283954,0.625054832
30129,0.279946609,0.91827965
30130,0.161016352,0.404488599
30131,0.096317469,0.593948097
30132,0.064775481,0.068904301
30133,0.024958882,0.064005964
30134,0.080919254,0.958974134
30135,0.232241009,0.541363429
30136,0.074002095,0.406683968
30137,0.065887955,0.233830756
30138,0.107242941,0.44828685
30139,0.309436276,0.680221066
30140,0.013032484,0.092602245
30141,0.093527246,0.277854964
30142,0.706692241,0.922233421
30143,0.068845316,0.346195483
30144,0.612814108,0.843458709
30145,0.143789391,0.73523828
30146,0.02636704,0.099684417
30147,0.240131857,0.671178365
30148,0.099686565,0.398027646
30149,0.143242471,0.251679576
30150,0.834492512,0.874899402
30151,0.925478457,0.958897813
30152,0.180741096,0.152506512
30153,0.09298688,0.950491953
30154,0.223338467,0.970650159
30155,0.498589073,0.717908227
30156,0.206293691,0.519025052
30157,0.613227042,0.387249518
30158,0.559880921,0.837104065
30159,0.242292309,0.226917771
30160,0.752333045,0.97701582
30161,0.080322214,0.26750368
30162,0.126136742,0.564341757
30163,0.060962521,0.144105616
30164,0.888700445,0.938031883
30165,0.106653171,0.181293613
30166,0.076429404,0.926010781
30167,0.069897423,0.190446055
30168,0.099435588,0.072481898
30169,0.023298872,0.025508466
30170,0.314153952,0.021855801
30171,0.051446164,0.042381841
30172,0.709622535,0.790230961
30173,0.276824012,0.866416396
30174,0.487662457,0.822085588
30175,0.214868016,0.29509963
30176,0.179153719,0.846023848
30177,0.214319212,0.89272022
30178,0.057883839,0.29794333
30179,0.088831318,0.159111956
30180,0.204163879,0.62415622
30181,0.13633208,0.878571014
30182,0.678324177,0.89906145
30183,0.793252742,0.887376016
30184,0.105808043,0.494660045
30185,0.132809308,0.707984865
30186,0.141665524,0.444302295
30187,0.225095722,0.440081288
30188,0.638540203,0.924784931
30189,0.014052305,0.018083644
30190,0.039796243,0.245724616
30191,0.042013023,0.258779251
30192,0.047434638,0.303605533
30193,0.173117425,0.308977707
30194,0.066417787,0.167461468
30195,0.142979584,0.486056303
30196,0.787909509,0.81709881
30197,0.343799032,0.711601651
30198,0.121295915,0.752714158
30199,0.196664784,0.163980285
30200,0.591806417,0.899777432
30201,0.05152437,0.272492649
30202,0.112523407,0.30315578
30203,0.772682184,0.642833634
30204,0.153718484,0.24104892
30205,0.038135439,0.072699836
30206,0.174839675,0.546830564
30207,0.510925188,0.900452477
30208,0.135761921,0.343498265
30209,0.027981032,0.064492105
30210,0.078562142,0.811240448
30211,0.006752724,0.0397701
30212,0.083129051,0.525546432
30213,0.122953334,0.922402727
30214,0.045800522,0.505951791
30215,0.193326401,0.441214329
30216,0.44108206,0.660061023
30217,0.853829307,0.898021916
30218,0.062455321,0.144752683
30219,0.063941845,0.750070134
30220,0.073689952,0.978598169
30221,0.060036273,0.237551459
30222,0.053981693,0.059925165
30223,0.766657758,0.875695847
30224,0.131293441,0.399130707
30225,0.010768871,0.023158489
30226,0.170777801,0.918769785
30227,0.13354384,0.858559806
30228,0.065216699,0.261441422
30229,0.132006847,0.586437712
30230,0.142555581,0.332431572
30231,0.051385653,0.476153038
30232,0.018063411,0.28308163
30233,0.252569003,0.402367994
30234,0.195749006,0.543200504
30235,0.154915814,0.404404131
30236,0.365498186,0.866503501
30237,0.082298986,0.77054201
30238,0.103979512,0.302517995
30239,0.157499735,0.695678169
30240,0.071534945,0.900104502
30241,0.158388363,0.869253327
30242,0.204466793,0.639580148
30243,0.237398049,0.687906766
30244,0.050019507,0.339113211
30245,0.03632662,0.507083611
30246,0.031205,0.913149329
30247,0.051415111,0.363039049
30248,0.495754646,0.850390465
30249,0.724792272,0.967183972
30250,0.135903247,0.251636294
30251,0.078345431,0.906913073
30252,0.163229551,0.659415359
30253,0.332758048,0.948859544
30254,0.12468299,0.067731315
30255,0.258436612,0.053087538
30256,0.543404741,0.603861266
30257,0.045106612,0.908930924
30258,0.303107067,0.210581083
30259,0.058581594,0.080807418
30260,0.226755034,0.508298106
30261,0.132523588,0.845620411
30262,0.25633574,0.711514465
30263,0.042592947,0.215066514
30264,0.144630172,0.383791699
30265,0.038466606,0.49505035
30266,0.010335699,0.056813283
30267,0.038756955,0.06669891
30268,0.103591551,0.288280106
30269,0.030302381,0.942619743
30270,0.060204629,0.862950406
30271,0.088433159,0.888682851
30272,0.094270974,0.229128211
30273,0.603484421,0.161687963
30274,0.720969051,0.707053801
30275,0.030857905,0.554951886
30276,0.054110319,0.272314905
30277,0.035382533,0.534899942
30278,0.010110572,0.544361024
30279,0.299302846,0.826261115
30280,0.712799872,0.880100334
30281,0.048623463,0.020826671
30282,0.082730756,0.118360781
30283,0.081376611,0.248909443
30284,0.050200032,0.268358626
30285,0.041223142,0.710281663
30286,0.049014574,0.208021811
30287,0.0862054,0.258688811
30288,0.252367026,0.645783381
30289,0.154612893,0.164679961
30290,0.026460227,0.054269391
30291,0.02267375,0.064441782
30292,0.404158233,0.817711744
30293,0.18153154,0.548142439
30294,0.681824388,0.828886981
30295,0.047171574,0.134442054
30296,0.413035767,0.552967073
30297,0.023537114,0.092351475
30298,0.08815999,0.417295517
30299,0.068190755,0.434643261
30300,0.44169853,0.984265664
30301,0.284381255,0.452537854
30302,0.097412003,0.200000813
30303,0.984631347,0.966522435
30304,0.077846118,0.481768543
30305,0.048946811,0.842646054
30306,0.243500569,0.926026892
30307,0.795773108,0.983362229
30308,0.173974441,0.717924714
30309,0.073523886,0.856669438
30310,0.704511077,0.911037648
30311,0.028307973,0.095899521
30312,0.225422657,0.825692634
30313,0.081031807,0.309847346
30314,0.019033092,0.061657257
30315,0.035475273,0.087903059
30316,0.32441242,0.681264711
30317,0.150298889,0.847018733
30318,0.099130164,0.64933189
30319,0.048339654,0.852910901
30320,0.399252054,0.700922916
30321,0.064415403,0.106778054
30322,0.040752022,0.176132272
30323,0.363582959,0.462572006
30324,0.074747241,0.215498354
30325,0.002835706,0.007466655
30326,0.036983095,0.226719575
30327,0.111042728,0.926511461
30328,0.234553989,0.801830931
30329,0.023828597,0.058451321
30330,0.063158941,0.133030944
30331,0.198930166,0.690773792
30332,0.054710883,0.171787756
30333,0.033900959,0.202111386
30334,0.147099602,0.502172449
30335,0.592487899,0.956391095
30336,0.035353691,0.083227569
30337,0.856626755,0.974389614
30338,0.370007505,0.772156539
30339,0.53321898,0.587168464
30340,0.20389599,0.240963722
30341,0.870338572,0.531147869
30342,0.425560382,0.657246457
30343,0.096151184,0.363902422
30344,0.706587193,0.649126018
30345,0.108922707,0.061245714
30346,0.167703233,0.31747309
30347,0.095517275,0.350152437
30348,0.077749468,0.199990519
30349,0.284923226,0.721908582
30350,0.350161268,0.39126731
30351,0.105201325,0.201582732
30352,0.069300024,0.188344695
30353,0.374164266,0.111995606
30354,0.094780665,0.15759773
30355,0.034487062,0.092243305
30356,0.084952069,0.102487008
30357,0.065759672,0.146134614
30358,0.705301401,0.94663161
30359,0.077503574,0.191189993
30360,0.553289376,0.951038259
30361,0.097565767,0.471408631
30362,0.181940176,0.380582044
30363,0.216885073,0.330806799
30364,0.340490321,0.740028603
30365,0.024626931,0.816414284
30366,0.074364927,0.389172637
30367,0.770266854,0.89525193
30368,0.066996733,0.039961663
30369,0.076612242,0.095298238
30370,0.724706434,0.945008786
30371,0.068710204,0.143557666
30372,0.065526365,0.094199228
30373,0.053224106,0.050212315
30374,0.318828124,0.622703672
30375,0.067322878,0.334487568
30376,0.221004114,0.148091372
30377,0.060542962,0.164048657
30378,0.767910055,0.900878671
30379,0.472980395,0.802651934
30380,0.084289158,0.333517213
30381,0.05175193,0.099376489
30382,0.395996265,0.884323127
30383,0.289908591,0.60312185
30384,0.159542641,0.268856957
30385,0.37171797,0.456742931
30386,0.591197735,0.630408674
30387,0.535412759,0.935878557
30388,0.028920844,0.037448953
30389,0.400514836,0.70425043
30390,0.019326412,0.18778131
30391,0.759794573,0.959787667
30392,0.496914994,0.356626055
30393,0.144088793,0.228688724
30394,0.103746613,0.075262693
30395,0.089154324,0.072808631
30396,0.15142567,0.173883413
30397,0.269446315,0.082007806
30398,0.730990366,0.901264064
30399,0.192600724,0.16200783
30400,0.064624024,0.495648361
30401,0.04906718,0.291569022
30402,0.036970415,0.581683078
30403,0.257518093,0.834477465
30404,0.376050563,0.83010936
30405,0.048951743,0.046380084
30406,0.077375807,0.32544853
30407,0.064987712,0.216143484
30408,0.078766568,0.223902427
30409,0.363384103,0.626357238
30410,0.275065389,0.639521185
30411,0.221701318,0.715170201
30412,0.478930879,0.320607918
30413,0.038709914,0.02675674
30414,0.00929656,0.032602072
30415,0.317341112,0.802485535
30416,0.079524297,0.086818464
30417,0.091501536,0.314823976
30418,0.03175996,0.117564083
30419,0.071579137,0.375005805
30420,0.05407351,0.374387833
30421,0.426712639,0.31207336
30422,0.051686376,0.220776038
30423,0.040702809,0.680374893
30424,0.025792204,0.054651765
30425,0.835561828,0.964730121
30426,0.767004948,0.951728731
30427,0.730698157,0.866004299
30428,0.177936398,0.909519367
30429,0.142466728,0.740693184
30430,0.119493853,0.838067656
30431,0.027503804,0.15765171
30432,0.304906787,0.538247573
30433,0.249802769,0.091800859
30434,0.039219502,0.509231885
30435,0.128405629,0.243695826
30436,0.169992558,0.273543339
30437,0.637016614,0.837902649
30438,0.112246972,0.296910486
30439,0.140751339,0.355195742
30440,0.494918275,0.648288813
30441,0.456458911,0.482795332
30442,0.5048799,0.399019069
30443,0.074042612,0.553555977
30444,0.066068919,0.095972857
30445,0.128288978,0.68969684
30446,0.049067469,0.097092692
30447,0.056307811,0.739204024
30448,0.089032596,0.377045848
30449,0.139831343,0.429782512
30450,0.344934047,0.747072616
30451,0.271114713,0.336517118
30452,0.115164986,0.403011241
30453,0.108816317,0.288319536
30454,0.191534276,0.470486887
30455,0.527658678,0.343173843
30456,0.387345397,0.431797721
30457,0.026600257,0.030614919
30458,0.162954339,0.596146681
30459,0.046976594,0.09666445
30460,0.371533471,0.642599004
30461,0.275206184,0.813123423
30462,0.017107443,0.178923479
30463,0.070437635,0.248853674
30464,0.253741399,0.644925509
30465,0.130668886,0.55787715
30466,0.075151126,0.246508698
30467,0.131251556,0.114132819
30468,0.059495745,0.195440342
30469,0.103254344,0.173716305
30470,0.041147344,0.048103513
30471,0.551409034,0.857677501
30472,0.039229112,0.055599817
30473,0.094930229,0.205532135
30474,0.289550496,0.491897691
30475,0.051830035,0.08304147
30476,0.074847897,0.326892127
30477,0.08198699,0.357096231
30478,0.256385346,0.652448324
30479,0.92585089,0.97390355
30480,0.098397621,0.565378202
30481,0.085817249,0.613764517
30482,0.144949938,0.537441769
30483,0.045288568,0.235292378
30484,0.009539566,0.482982523
30485,0.065784092,0.827169298
30486,0.025830694,0.686425341
30487,0.474595151,0.848156689
30488,0.23044588,0.630538561
30489,0.479209744,0.326495065
30490,0.399998896,0.778950707
30491,0.31530988,0.587410526
30492,0.092350408,0.335148429
30493,0.203925342,0.578634923
30494,0.083530478,0.08986276
30495,0.173690956,0.403201666
30496,0.095458009,0.395272645
30497,0.124123938,0.571800409
30498,0.156304963,0.294154695
30499,0.523190555,0.946035546
30500,0.049315634,0.035281837
30501,0.191452112,0.765552765
30502,0.253523326,0.604176335
30503,0.163930965,0.413928985
30504,0.547405788,0.796900545
30505,0.230889064,0.239577192
30506,0.213882463,0.878467673
30507,0.471479048,0.322951243
30508,0.747732793,0.862315644
30509,0.36564177,0.796877338
30510,0.004740905,0.055677509
30511,0.531823278,0.185809752
30512,0.020861754,0.086158936
30513,0.032688468,0.114945898
30514,0.73682367,0.4474967
30515,0.454852018,0.522237738
30516,0.014082403,0.208908579
30517,0.045484262,0.163411565
30518,0.172204397,0.425046834
30519,0.297283836,0.694030153
30520,0.052056893,0.177698612
30521,0.016475772,0.017031976
30522,0.811942885,0.907624589
30523,0.606955867,0.911252016
30524,0.022277275,0.19310712
30525,0.803382986,0.938256405
30526,0.159280385,0.251232914
30527,0.471756941,0.206105701
30528,0.116292774,0.693781746
30529,0.407384633,0.636969477
30530,0.045015426,0.408658175
30531,0.274846488,0.597303978
30532,0.059112202,0.127545132
30533,0.058578201,0.146368267
30534,0.453549869,0.942071911
30535,0.043713378,0.057928839
30536,0.67227395,0.87470092
30537,0.057117558,0.649056211
30538,0.020314842,0.11031681
30539,0.217356047,0.814748791
30540,0.147040171,0.668220836
30541,0.71208081,0.777126684
30542,0.532811265,0.269064866
30543,0.682033188,0.883770259
30544,0.050097442,0.079788918
30545,0.09418152,0.12846664
30546,0.257999831,0.978949306
30547,0.045551314,0.656056341
30548,0.070125252,0.88940643
30549,0.143744293,0.634616399
30550,0.086653181,0.216293509
30551,0.027634557,0.765845212
30552,0.232467066,0.956357257
30553,0.070277467,0.316683677
30554,0.052999999,0.248741138
30555,0.005879905,0.011946232
30556,0.161153897,0.490562153
30557,0.14181744,0.765775368
30558,0.099898639,0.915211195
30559,0.379835593,0.631204159
30560,0.040264575,0.054693324
30561,0.211308676,0.406542432
30562,0.108325837,0.19955086
30563,0.262444485,0.91411631
30564,0.123843053,0.858317378
30565,0.010986581,0.024966565
30566,0.366355462,0.263889353
30567,0.413817234,0.826153296
30568,0.602770102,0.828589139
30569,0.125442751,0.268628271
30570,0.062822596,0.454944873
30571,0.125828993,0.96212144
30572,0.097457756,0.472766974
30573,0.048231437,0.355189
30574,0.01257976,0.092651625
30575,0.057153385,0.257743945
30576,0.081621686,0.136935879
30577,0.148638184,0.259009828
30578,0.172020646,0.25699361
30579,0.255727457,0.336991694
30580,0.055094178,0.099934817
30581,0.077579833,0.807267002
30582,0.061775812,0.236999809
30583,0.103894996,0.196088283
30584,0.047482822,0.232861204
30585,0.169655504,0.963374547
30586,0.526903495,0.137751104
30587,0.370317418,0.809330144
30588,0.131971236,0.508574207
30589,0.217998293,0.265450916
30590,0.143415272,0.450631789
30591,0.068413428,0.369121155
30592,0.587455982,0.927194823
30593,0.030460924,0.031932899
30594,0.047002916,0.226681786
30595,0.112867356,0.039681724
30596,0.072140743,0.833782551
30597,0.041568488,0.101565167
30598,0.032212029,0.312092776
30599,0.045880142,0.009256471
30600,0.476611595,0.453096573
30601,0.147333124,0.849038376
30602,0.07396912,0.732588716
30603,0.110442861,0.247666998
30604,0.125319633,0.228997555
30605,0.051492491,0.1696776
30606,0.069719749,0.193737227
30607,0.074428561,0.409189075
30608,0.073032229,0.062941823
30609,0.606539598,0.939084106
30610,0.107178484,0.264701362
30611,0.011435549,0.074260284
30612,0.072705451,0.132544823
30613,0.515052354,0.791867351
30614,0.201494612,0.798616198
30615,0.055081027,0.170959406
30616,0.08419504,0.140754715
30617,0.284244566,0.385947973
30618,0.334702513,0.805947149
30619,0.029219997,0.041036842
30620,0.187908745,0.877959861
30621,0.126892779,0.431733264
30622,0.055279094,0.104743674
30623,0.064532732,0.84633035
30624,0.050516148,0.800928074
30625,0.055660616,0.668711292
30626,0.119461152,0.899703958
30627,0.339396356,0.527489631
30628,0.115535069,0.783769564
30629,0.007877475,0.400092495
30630,0.111929776,0.202312528
30631,0.051579254,0.539248671
30632,0.076819015,0.187967754
30633,0.40684805,0.923678711
30634,0.023826317,0.01848477
30635,0.022376272,0.048676457
30636,0.469547756,0.255360301
30637,0.098165155,0.246118541
30638,0.217124503,0.814512212
30639,0.192954348,0.328741819
30640,0.124173204,0.377822287
30641,0.10013726,0.444741916
30642,0.070004312,0.194021207
30643,0.821673143,0.934853577
30644,0.013435939,0.047564753
30645,0.165196109,0.331157238
30646,0.19343707,0.482664082
30647,0.896200032,0.965433232
30648,0.075644446,0.735570199
30649,0.174507159,0.450908855
30650,0.005747443,0.01255445
30651,0.151070104,0.807970324
30652,0.108198558,0.436808266
30653,0.431716007,0.476018005
30654,0.09733396,0.431098594
30655,0.043419761,0.165850584
30656,0.055891102,0.065976793
30657,0.07122758,0.169283084
30658,0.016376141,0.04717194
30659,0.261091814,0.686438378
30660,0.099733917,0.2723838
30661,0.19873238,0.86292835
30662,0.149180534,0.101986698
30663,0.086049315,0.318432666
30664,0.081160786,0.11426448
30665,0.115169461,0.374107429
30666,0.072009219,0.188271804
30667,0.073067403,0.886172533
30668,0.078685272,0.291667988
30669,0.095717914,0.13868552
30670,0.033442251,0.538280603
30671,0.050290763,0.263676303
30672,0.260110714,0.570737872
30673,0.204934507,0.456201117
30674,0.037977877,0.320819719
30675,0.124901721,0.358853667
30676,0.009589959,0.18273875
30677,0.173695718,0.108537588
30678,0.657251609,0.896635162
30679,0.047841832,0.726313158
30680,0.799347483,0.825985205
30681,0.243186298,0.546464427
30682,0.205632661,0.440995034
30683,0.503647614,0.65441679
30684,0.028338798,0.131174318
30685,0.099459389,0.661155474
30686,0.627652775,0.515577097
30687,0.166017667,0.104221147
30688,0.086857227,0.444415541
30689,0.254785385,0.626713606
30690,0.039896171,0.844045095
30691,0.094924422,0.295867286
30692,0.418283709,0.696802401
30693,0.017092777,0.052257607
30694,0.126011409,0.453403671
30695,0.713876985,0.853947023
30696,0.196652879,0.149361546
30697,0.043541126,0.149367731
30698,0.025740349,0.124530446
30699,0.10801044,0.370937829
30700,0.388271978,0.854022097
30701,0.400554808,0.687811022
30702,0.15059187,0.954916997
30703,0.142400291,0.98139606
30704,0.217752236,0.093649663
30705,0.058562941,0.18870258
30706,0.081121096,0.385119089
30707,0.309582228,0.553212731
30708,0.091340263,0.082979179
30709,0.525918324,0.89199784
30710,0.814877602,0.96044372
30711,0.098724558,0.237416049
30712,0.039443729,0.18630439
30713,0.703703381,0.927646911
30714,0.881367397,0.70126502
30715,0.125367839,0.572832658
30716,0.065240413,0.943921422
30717,0.100576764,0.528565976
30718,0.068127551,0.472000757
30719,0.061116129,0.086864039
30720,0.120117358,0.126886372
30721,0.071507448,0.125917249
30722,0.015919834,0.034212601
30723,0.215659082,0.859264157
30724,0.091113963,0.947802448
30725,0.049734177,0.881737614
30726,0.084691435,0.294341895
30727,0.518449891,0.959443092
30728,0.833135613,0.970567917
30729,0.019426521,0.031165439
30730,0.136190755,0.815143344
30731,0.969767652,0.98993706
30732,0.198587551,0.267365285
30733,0.471176652,0.886602636
30734,0.210010344,0.621056341
30735,0.114420888,0.812437179
30736,0.573020039,0.923598048
30737,0.069001193,0.051255324
30738,0.391425837,0.09421889
30739,0.073546143,0.373216648
30740,0.086783189,0.274793339
30741,0.182769512,0.548351581
30742,0.086627811,0.052348329
30743,0.034740461,0.347485067
30744,0.102114969,0.235991954
30745,0.100493242,0.957412638
30746,0.241718307,0.581124852
30747,0.131586959,0.160560036
30748,0.160089746,0.657694033
30749,0.029552374,0.13056809
30750,0.057675727,0.203474565
30751,0.058700872,0.224515953
30752,0.360194928,0.489212806
30753,0.166192205,0.937437543
30754,0.39035284,0.848537485
30755,0.217644988,0.193982429
30756,0.045399045,0.467568422
30757,0.081458141,0.929173231
30758,0.020311807,0.105536208
30759,0.013429381,0.863784456
30760,0.159958915,0.53220454
30761,0.9076487,0.967536937
30762,0.403248016,0.700153985
30763,0.194474206,0.336748131
30764,0.054555831,0.219997015
30765,0.702030561,0.901367559
30766,0.114861341,0.59382749
30767,0.106191551,0.366296288
30768,0.041659744,0.161391915
30769,0.222168662,0.479874522
30770,0.06893276,0.0202729
30771,0.253970904,0.834194169
30772,0.133957692,0.987334264
30773,0.062749429,0.124088334
30774,0.128244201,0.239114827
30775,0.054411041,0.250026591
30776,0.02774073,0.145070987
30777,0.145011834,0.683955178
30778,0.472554265,0.829264665
30779,0.234742084,0.69915538
30780,0.080800471,0.122479389
30781,0.011570814,0.008672601
30782,0.130754984,0.514134728
30783,0.02682012,0.082052219
30784,0.364819184,0.54515473
30785,0.480279117,0.896800598
30786,0.080810437,0.199236736
30787,0.44842553,0.831965539
30788,0.220692597,0.06860281
30789,0.191995758,0.327413846
30790,0.154731037,0.179768849
30791,0.058318946,0.521354654
30792,0.440651407,0.70275117
30793,0.092575354,0.346940593
30794,0.014922654,0.018590861
30795,0.191299025,0.276570616
30796,0.349982394,0.763851066
30797,0.028438292,0.086611051
30798,0.047064953,0.083376853
30799,0.114698617,0.126796959
30800,0.482018034,0.805742636
30801,0.01173339,0.023136848
30802,0.034475793,0.344584051
30803,0.134783416,0.693334248
30804,0.336609062,0.975403404
30805,0.084185155,0.378372952
30806,0.131623042,0.462391395
30807,0.186324928,0.336254464
30808,0.009772108,0.024725334
30809,0.106577717,0.64223502
30810,0.742470075,0.161333112
30811,0.774169947,0.957185394
30812,0.048535848,0.082223537
30813,0.036096377,0.415457017
30814,0.643771189,0.830553621
30815,0.167573797,0.945322825
30816,0.178347603,0.377076024
30817,0.189542428,0.867197903
30818,0.134968415,0.946475852
30819,0.028415836,0.745662128
30820,0.139695904,0.059765568
30821,0.121964179,0.665377283
30822,0.059069315,0.77943017
30823,0.063242488,0.122905905
30824,0.733791577,0.792637433
30825,0.146539226,0.269119703
30826,0.358892704,0.75254324
30827,0.448475366,0.060118311
30828,0.005691642,0.009361189
30829,0.083673254,0.052182212
30830,0.435755847,0.499027105
30831,0.226370248,0.55903878
30832,0.025402493,0.032697656
30833,0.118113176,0.140769449
30834,0.394757484,0.395511188
30835,0.267204965,0.78582476
30836,0.012738124,0.021551609
30837,0.109438592,0.465941054
30838,0.086321932,0.846151669
30839,0.104335084,0.290012737
30840,0.096173746,0.721597218
30841,0.047472731,0.083033509
30842,0.054158207,0.625597767
30843,0.029998916,0.226430531
30844,0.286668579,0.310749674
30845,0.17981941,0.283418896
30846,0.113277713,0.753607697
30847,0.04952438,0.051066413
30848,0.014631156,0.135109172
30849,0.019681035,0.01883114
30850,0.041503002,0.435694604
30851,0.191669174,0.441357723
30852,0.028144588,0.091693931
30853,0.053631203,0.186735315
30854,0.218746546,0.535647876
30855,0.129152325,0.615387891
30856,0.00424206,0.045464878
30857,0.033717472,0.387208144
30858,0.3626212,0.423560242
30859,0.045866744,0.289021146
30860,0.160685479,0.598558563
30861,0.917590426,0.842531269
30862,0.478012082,0.855296216
30863,0.023479403,0.287504803
30864,0.037986276,0.037324216
30865,0.031408765,0.189475098
30866,0.026850564,0.026710044
30867,0.620262319,0.677837502
30868,0.185691771,0.547389985
30869,0.135400976,0.463460393
30870,0.205981297,0.725573099
30871,0.178091775,0.446839114
30872,0.054130153,0.122789839
30873,0.791559588,0.89048403
30874,0.177509752,0.175411634
30875,0.013024433,0.100716655
30876,0.095474863,0.402307936
30877,0.312228638,0.72049486
30878,0.152903079,0.26294949
30879,0.090352852,0.165233008
30880,0.018211345,0.250770516
30881,0.10220057,0.864106516
30882,0.081576185,0.216443299
30883,0.096764069,0.315696051
30884,0.04822805,0.947177644
30885,0.10864238,0.359066353
30886,0.034502239,0.933378978
30887,0.042866945,0.164304834
30888,0.035202424,0.252822901
30889,0.718589834,0.365681571
30890,0.701668874,0.630309815
30891,0.098983701,0.607162425
30892,0.017421929,0.063339658
30893,0.468617527,0.573854527
30894,0.54999969,0.260630099
30895,0.501487702,0.911322635
30896,0.405081286,0.318437223
30897,0.09298977,0.522064267
30898,0.062955157,0.828202922
30899,0.175567328,0.964176395
30900,0.083969726,0.155336753
30901,0.767898135,0.918909369
30902,0.006993189,0.031275789
30903,0.026173646,0.155158513
30904,0.104303772,0.172674358
30905,0.58002089,0.79227033
30906,0.030228765,0.194631682
30907,0.09165089,0.274935969
30908,0.123824541,0.113699506
30909,0.052335028,0.560232916
30910,0.786177579,0.889956253
30911,0.093401555,0.695427607
30912,0.063002407,0.431696729
30913,0.09131302,0.366792455
30914,0.036748941,0.057537505
30915,0.697653742,0.915459299
30916,0.082781327,0.077871046
30917,0.581933278,0.575639318
30918,0.122773574,0.590633162
30919,0.077164562,0.242876186
30920,0.048291574,0.029147223
30921,0.3085295,0.568705574
30922,0.303604702,0.078557781
30923,0.108584414,0.50161611
30924,0.082687313,0.099998001
30925,0.611880979,0.845631073
30926,0.61807822,0.630564526
30927,0.027232053,0.234255568
30928,0.355345494,0.488535814
30929,0.123256123,0.202683139
30930,0.379802119,0.760383789
30931,0.144928744,0.812525564
30932,0.336657432,0.794556165
30933,0.184424311,0.484420123
30934,0.14755867,0.186487344
30935,0.086831282,0.694779007
30936,0.461779329,0.266931031
30937,0.187602987,0.878071423
30938,0.198332139,0.887564388
30939,0.112725237,0.460929869
30940,0.06702471,0.951176208
30941,0.046282181,0.082365336
30942,0.176298474,0.902502967
30943,0.070308446,0.964012621
30944,0.270305364,0.349069642
30945,0.011542933,0.020108195
30946,0.051282555,0.770297152
30947,0.372223213,0.628825641
30948,0.129409286,0.747731528
30949,0.224978924,0.855986423
30950,0.113336709,0.91984482
30951,0.093676172,0.204162656
30952,0.041213079,0.288166624
30953,0.033814615,0.573950429
30954,0.868225754,0.746002285
30955,0.114801734,0.741292888
30956,0.46226551,0.733846814
30957,0.04640558,0.095135776
30958,0.31077578,0.685069813
30959,0.736001345,0.839392957
30960,0.310701614,0.277742971
30961,0.319790671,0.55361882
30962,0.111731381,0.271932153
30963,0.256561137,0.953913223
30964,0.078453506,0.501444431
30965,0.099944645,0.606321716
30966,0.015797489,0.063942927
30967,0.873233072,0.908081802
30968,0.061285171,0.643444117
30969,0.171311844,0.802716802
30970,0.097762315,0.266267441
30971,0.037184141,0.056237474
30972,0.437262439,0.658188431
30973,0.099421376,0.126064492
30974,0.123777311,0.655212515
30975,0.474167189,0.515343069
30976,0.138477903,0.295270529
30977,0.08820812,0.21908627
30978,0.164131275,0.578728763
30979,0.404070853,0.880449727
30980,0.731478932,0.92621388
30981,0.060822357,0.037603294
30982,0.091341621,0.215856899
30983,0.016961622,0.959445339
30984,0.192008576,0.609801684
30985,0.798259994,0.722367158
30986,0.104443709,0.072981467
30987,0.070888946,0.295011411
30988,0.513856394,0.888828307
30989,0.075036116,0.910865925
30990,0.6276415,0.866837007
30991,0.099946957,0.337988314
30992,0.235073139,0.401890962
30993,0.023271289,0.176592456
30994,0.032834277,0.151097536
30995,0.115813163,0.195879693
30996,0.097679665,0.555905195
30997,0.379280886,0.810815532
30998,0.16199769,0.464629687
30999,0.150907773,0.847385433
31000,0.033258003,0.0505308
31001,0.637583474,0.799872511
31002,0.068327802,0.290390783
31003,0.048832578,0.150127335
31004,0.565629178,0.881979294
31005,0.573194538,0.666733604
31006,0.088281975,0.181311323
31007,0.126435573,0.588195908
31008,0.352514494,0.368624939
31009,0.013853529,0.160137451
31010,0.626421958,0.589870673
31011,0.414494396,0.813219044
31012,0.756962947,0.399779469
31013,0.194541076,0.109796784
31014,0.248753821,0.330222481
31015,0.014094242,0.124275592
31016,0.310750916,0.610582986
31017,0.116546163,0.191288179
31018,0.042943923,0.06815287
31019,0.112616205,0.650019284
31020,0.129909515,0.36875464
31021,0.053019788,0.055052509
31022,0.25969337,0.942848764
31023,0.068946325,0.121439806
31024,0.009026158,0.0301697
31025,0.850014706,0.98120046
31026,0.0545474,0.167808127
31027,0.67355179,0.752061718
31028,0.019230551,0.831067709
31029,0.046793721,0.129852189
31030,0.1837909,0.288279165
31031,0.024255133,0.571261694
31032,0.079559677,0.347173462
31033,0.098907705,0.268340201
31034,0.039807909,0.818901871
31035,0.778319101,0.935427771
31036,0.490572633,0.796580454
31037,0.032525674,0.226870729
31038,0.014275158,0.175502156
31039,0.17076217,0.864730145
31040,0.123493233,0.244371131
31041,0.061434503,0.960660159
31042,0.05126662,0.338998473
